-1971	-818
-2013	-818
-2013	-813
-2052	-813
-2052	-806
-2094	-806
-2094	-798
-2137	-798
-2137	-790
-2177	-790
-2177	-781
-2220	-781
-2220	-774
-2264	-774
-2264	-769
-2308	-769
-2308	-765
-2351	-765
-2351	-764
-2393	-764
-2433	-764
-2433	-762
-2477	-762
-2477	-757
-2518	-757
-2518	-753
-2555	-753
-2555	-747
-2597	-747
-2597	-741
-2597	-733
-2636	-733
-2636	-730
-2677	-730
-2677	-728
-2719	-728
-2756	-728
-2756	-727
-2796	-727
-2796	-721
-2837	-721
-2837	-716
-2876	-716
-2876	-711
-2918	-711
-2918	-710
-2960	-710
-2960	-703
-2999	-703
-2999	-698
-3042	-698
-3084	-698
-3124	-698
-3166	-698
-3208	-698
-3208	-694
-3244	-694
-3244	-686
-3244	-684
-3254	-684
-3254	-680
-3263	-680
-3263	-677
-3272	-677
-3272	-675
-3281	-675
-3291	-675
-3299	-675
-3305	-675
-3305	-672
-3312	-672
-3312	-670
-3317	-670
-3317	-668
-3322	-668
-3322	-667
-3327	-667
-3327	-666
-3332	-666
-3332	-665
-3336	-665
-3339	-665
-3339	-664
-3342	-664
-3343	-664
-3343	-663
-3344	-663
-3345	-663
-3345	-662
-3346	-662
-3348	-662
-3349	-662
-3351	-662
-3351	-661
-3358	-661
-3358	-658
-3369	-658
-3369	-653
-3386	-653
-3386	-647
-3404	-647
-3404	-644
-3426	-644
-3426	-640
-3446	-640
-3446	-636
-3470	-636
-3470	-632
-3476	-632
-3476	-630
-3479	-630
-3479	-631
-3524	-631
-3524	-626
-3565	-626
-3565	-624
-3605	-624
-3605	-621
-3647	-621
-3647	-615
-3686	-615
-3686	-607
-3729	-607
-3729	-598
-3771	-598
-3771	-590
-3808	-590
-3808	-582
-3850	-582
-3850	-579
-3893	-579
-3893	-578
-3932	-578
-3932	-575
-3972	-575
-3972	-569
-4013	-569
-4013	-566
-4052	-566
-4052	-563
-4092	-563
-4092	-555
-4134	-555
-4134	-547
-4173	-547
-4173	-540
-4215	-540
-4215	-535
-4257	-535
-4257	-527
-4297	-527
-4297	-519
-4339	-519
-4339	-510
-4382	-510
-4382	-507
-4393	-507
-4393	-504
-4402	-504
-4402	-503
-4411	-503
-4411	-502
-4420	-502
-4420	-501
-4429	-501
-4429	-499
-4437	-499
-4437	-498
-4444	-498
-4444	-497
-4450	-497
-4456	-497
-4456	-496
-4461	-496
-4461	-495
-4464	-495
-4464	-494
-4468	-494
-4471	-494
-4471	-493
